"edit_history_tweet_ids","id","text","withheld","text_token","text_string"
[1597266568202915800],1597266568202915800,"""according to linkedin news, companies are being cautious and expect the fed's rate hikes to slow business. \n\nfor more info about the possible recession, visit https://t.co/qzukm0ara6.\n\n#recession #accounting #business #personal #loravegacpa #tucsonstrustedcpa #southernarizona https://t.co/nltmx6w6q6""",null,"[""according"",""linkedin"",""news"",""companies"",""cautious"",""expect"",""fed"",""rate"",""hikes"",""slow"",""business"",""info"",""possible"",""recession"",""visit"",""co"",""qzukm0ara6"",""recession"",""accounting"",""business"",""personal"",""loravegacpa"",""tucsonstrustedcpa"",""southernarizona"",""co"",""nltmx6w6q6""]","according linkedin news companies cautious expect fed rate hikes slow business info possible recession visit qzukm0ara6 recession accounting business personal loravegacpa tucsonstrustedcpa southernarizona nltmx6w6q6"
[1597266217005248500],1597266217005248500,"#recession ... #fed pushing on a string edition https://t.co/sb4e9sm55a",null,"[""recession"",""fed"",""pushing"",""string"",""edition"",""co"",""sb4e9sm55a""]","recession fed pushing string edition sb4e9sm55a"
[1597265985416794000],1597265985416794000,"2022 #recession \n2023 #depression",null,"[""2022"",""recession"",""2023"",""depression""]","2022 recession 2023 depression"
[1597265983307387000],1597265983307387000,"americans first #americansfirst #homeless #economy #veterans #recession https://t.co/aspo6vdqtg",null,"[""americans"",""first"",""americansfirst"",""homeless"",""economy"",""veterans"",""recession"",""co"",""aspo6vdqtg""]","americans first americansfirst homeless economy veterans recession aspo6vdqtg"
[1597265806353567700],1597265806353567700,"#recession ... #gfc2 us #inflation edition\n\n#deflationary #rent 📉 https://t.co/rmbxcxlj3r",null,"[""recession"",""gfc2"",""us"",""inflation"",""edition"",""deflationary"",""rent"",""co"",""rmbxcxlj3r""]","recession gfc2 inflation edition deflationary rent rmbxcxlj3r"
[1597265489625243600],1597265489625243600,"""@sunnydecree really doubt this is bottom @sunnydecree. #cryptowinter will be long. #recession just starting. i'll wait till $10,000.""",null,"[""sunnydecree"",""really"",""doubt"",""bottom"",""sunnydecree"",""cryptowinter"",""long"",""recession"",""starting"",""wait"",""till"",""10"",""000""]","sunnydecree really doubt bottom sunnydecree cryptowinter long recession starting wait till 000"
[1597264981573005300],1597264981573005300,"#recession ... #stockmarket bubble edition\n\n#spx #spx500 $spy #es_f 📉 https://t.co/phllbzvkzy",null,"[""recession"",""stockmarket"",""bubble"",""edition"",""spx"",""spx500"",""spy"",""es_f"",""co"",""phllbzvkzy""]","recession stockmarket bubble edition spx spx500 spy es_f phllbzvkzy"
[1597264847540220000],1597264847540220000,"#hr #talent #er #benefits #how #small #employers #prepare #recession https://t.co/a6npl4ovtl",null,"[""hr"",""talent"",""er"",""benefits"",""small"",""employers"",""prepare"",""recession"",""co"",""a6npl4ovtl""]","talent benefits small employers prepare recession a6npl4ovtl"
[1597264551438786600],1597264551438786600,"#recession ... #stockmarket bubble edition\n\n#spx #spx500 $spy #es_f 📉 https://t.co/ozeluqu2qa",null,"[""recession"",""stockmarket"",""bubble"",""edition"",""spx"",""spx500"",""spy"",""es_f"",""co"",""ozeluqu2qa""]","recession stockmarket bubble edition spx spx500 spy es_f ozeluqu2qa"
[1597264538264514600],1597264538264514600,"""‘monthly payments will be pushed even higher.’ what can you do if you need to buy a new car? ⁦@marketwatch⁩ wait, if you can. prices will drop in about 7 months. #recession means discounts are in their way. #bankruptcy  https://t.co/kv69abvayh""",null,"[""monthly"",""payments"",""pushed"",""even"",""higher"",""need"",""buy"",""new"",""car"",""marketwatch"",""wait"",""prices"",""drop"",""7"",""months"",""recession"",""means"",""discounts"",""way"",""bankruptcy"",""co"",""kv69abvayh""]","monthly payments pushed even higher need buy new car marketwatch wait prices drop months recession means discounts way bankruptcy kv69abvayh"
[1597263894833401900],1597263894833401900,"#recession ... #crypto bubble edition\n\nseems like #cryptocurrency firms can only estimate their liabilities to the nearest order of magnitude. 🤔\n#blockfi #ftx #cryptocrash 📉 https://t.co/1a1zjd4suj",null,"[""recession"",""crypto"",""bubble"",""edition"",""seems"",""like"",""cryptocurrency"",""firms"",""estimate"",""liabilities"",""nearest"",""order"",""magnitude"",""blockfi"",""ftx"",""cryptocrash"",""co"",""1a1zjd4suj""]","recession crypto bubble edition seems like cryptocurrency firms estimate liabilities nearest order magnitude blockfi ftx cryptocrash 1a1zjd4suj"
[1597263132313161700],1597263132313161700,"#consumerspending #inflation #recession \nconsumers are spending but don't let the government fool you into thinking that's a good thing or that this admin is doing a good job. ha!\nit's credit cards &amp; debt that are fueling that.\nhttps://t.co/y70tdygvfx",null,"[""consumerspending"",""inflation"",""recession"",""consumers"",""spending"",""let"",""government"",""fool"",""thinking"",""good"",""thing"",""admin"",""good"",""job"",""ha"",""credit"",""cards"",""amp"",""debt"",""fueling"",""co"",""y70tdygvfx""]","consumerspending inflation recession consumers spending let government fool thinking good thing admin good job credit cards amp debt fueling y70tdygvfx"
[1597263066412257300],1597263066412257300,"innovating in a downturn -- https://t.co/5snh8aeja4 -- geoffrey a. moore -- #innovation #recession #growth https://t.co/4p35tk5c2y",null,"[""innovating"",""downturn"",""co"",""5snh8aeja4"",""geoffrey"",""moore"",""innovation"",""recession"",""growth"",""co"",""4p35tk5c2y""]","innovating downturn 5snh8aeja4 geoffrey moore innovation recession growth 4p35tk5c2y"
[1597262462805749800],1597262462805749800,"some interesting options for investing in leisure and travel companies\n\nfull article: https://t.co/44anxmrgxp\n\n#companies #disney #recession #shares #stockexchange \nhttps://t.co/44anxmrgxp",null,"[""interesting"",""options"",""investing"",""leisure"",""travel"",""companies"",""full"",""article"",""co"",""44anxmrgxp"",""companies"",""disney"",""recession"",""shares"",""stockexchange"",""co"",""44anxmrgxp""]","interesting options investing leisure travel companies full article 44anxmrgxp companies disney recession shares stockexchange 44anxmrgxp"
[1597260933708947500],1597260933708947500,"""china is preparing to something greater, something bigger. they are doing things outside the script risking their present to have benefits in the future. \n \n#covid_19 #qatar2022 #chinalockdown #chinaprotests #worldcupqatar2022 #lockdown #recession #china""",null,"[""china"",""preparing"",""something"",""greater"",""something"",""bigger"",""things"",""outside"",""script"",""risking"",""present"",""benefits"",""future"",""covid_19"",""qatar2022"",""chinalockdown"",""chinaprotests"",""worldcupqatar2022"",""lockdown"",""recession"",""china""]","china preparing something greater something bigger things outside script risking present benefits future covid_19 qatar2022 chinalockdown chinaprotests worldcupqatar2022 lockdown recession china"
[1597260845922209800],1597260845922209800,"it means a lot to us when clients take the time to share their kind words with us.\n\n#elitevirtualemployees #virtualassistants #recession #roziacademy #sales #marketing https://t.co/m8jptmh51h",null,"[""means"",""lot"",""us"",""clients"",""take"",""time"",""share"",""kind"",""words"",""us"",""elitevirtualemployees"",""virtualassistants"",""recession"",""roziacademy"",""sales"",""marketing"",""co"",""m8jptmh51h""]","means lot clients take time share kind words elitevirtualemployees virtualassistants recession roziacademy sales marketing m8jptmh51h"
[1597260640149590000],1597260640149590000,"""📈with 8 straight weeks of rising #stock markets in #europe, should we anticipate a limited and temporary #recession at this stage? #indosuez cio vincent manuel elaborates on @bfmbusiness [fr] 06:25👇\nhttps://t.co/u3hsapqwri \n#wealth #macro #economics #exchange #banking""",null,"[""8"",""straight"",""weeks"",""rising"",""stock"",""markets"",""europe"",""anticipate"",""limited"",""temporary"",""recession"",""stage"",""indosuez"",""cio"",""vincent"",""manuel"",""elaborates"",""bfmbusiness"",""fr"",""06"",""25"",""co"",""u3hsapqwri"",""wealth"",""macro"",""economics"",""exchange"",""banking""]","straight weeks rising stock markets europe anticipate limited temporary recession stage indosuez cio vincent manuel elaborates bfmbusiness u3hsapqwri wealth macro economics exchange banking"
[1597260594025230300],1597260594025230300,"has the market learned something from the past?  will we see a historical dump when rates start to decrease or has the market anticipated already part of it? let me know what you think (5/n) #bitcoin #bonds #spy #sp500 #recession #recession2023 #btc",null,"[""market"",""learned"",""something"",""past"",""see"",""historical"",""dump"",""rates"",""start"",""decrease"",""market"",""anticipated"",""already"",""part"",""let"",""know"",""think"",""5"",""n"",""bitcoin"",""bonds"",""spy"",""sp500"",""recession"",""recession2023"",""btc""]","market learned something past see historical dump rates start decrease market anticipated already part let know think bitcoin bonds spy sp500 recession recession2023 btc"
[1597260105724358700],1597260105724358700,"#recession ... global $usd #liquidity squeeze edition https://t.co/whnu0rav4l",null,"[""recession"",""global"",""usd"",""liquidity"",""squeeze"",""edition"",""co"",""whnu0rav4l""]","recession global usd liquidity squeeze edition whnu0rav4l"
[1597259846864224300],1597259846864224300,"in an interview with @cdnbiz @indeed senior economist @brendonbernard says the current low #unemploymentrate and still-high job posting levels indicate the #jobmarket in canada is heading into the potential #recession in a good position. https://t.co/q4fmwsf0er",null,"[""interview"",""cdnbiz"",""indeed"",""senior"",""economist"",""brendonbernard"",""says"",""current"",""low"",""unemploymentrate"",""still"",""high"",""job"",""posting"",""levels"",""indicate"",""jobmarket"",""canada"",""heading"",""potential"",""recession"",""good"",""position"",""co"",""q4fmwsf0er""]","interview cdnbiz indeed senior economist brendonbernard says current low unemploymentrate still high job posting levels indicate jobmarket canada heading potential recession good position q4fmwsf0er"
[1597259205840318500],1597259205840318500,"இந்தியாவின் உண்மையான நிலைமை என்ன..? ரெசிஷன் அச்சம் உள்ளதா..?  #india #economy #recession #இந்தியா #பொருளாதாரம் #ரெசிஷன் https://t.co/hxg7s6glom",null,"[""இந"",""த"",""ய"",""வ"",""ன"",""உண"",""ம"",""ய"",""ன"",""ந"",""ல"",""ம"",""என"",""ன"",""ர"",""ச"",""ஷன"",""அச"",""சம"",""உள"",""ளத"",""india"",""economy"",""recession"",""இந"",""த"",""ய"",""ப"",""ர"",""ள"",""த"",""ரம"",""ர"",""ச"",""ஷன"",""co"",""hxg7s6glom""]","india economy recession hxg7s6glom"
[1597259069462810600],1597259069462810600,"""with a likely #recession approaching, #proptech is being seen as a cost-cutting tool for #cre. \n\na rolling series of challenges, from the pandemic to labor shortages to an unfolding #economic downturn, have increased focus on performance. read more here: https://t.co/4zyq7vpl5h https://t.co/cq02shpuln""",null,"[""likely"",""recession"",""approaching"",""proptech"",""seen"",""cost"",""cutting"",""tool"",""cre"",""rolling"",""series"",""challenges"",""pandemic"",""labor"",""shortages"",""unfolding"",""economic"",""downturn"",""increased"",""focus"",""performance"",""read"",""co"",""4zyq7vpl5h"",""co"",""cq02shpuln""]","likely recession approaching proptech seen cost cutting tool cre rolling series challenges pandemic labor shortages unfolding economic downturn increased focus performance read 4zyq7vpl5h cq02shpuln"
[1597259021945573400],1597259021945573400,"""today is november 28th, 2022 and we are one day closer to moass. #gme $gme #gamestop #amc $amc #amctothemoon #amcnotleaving #gmerica #citadelscandal #hodl #recession #citadelcryptoscam  #motherofallshortsqueezes""",null,"[""today"",""november"",""28th"",""2022"",""one"",""day"",""closer"",""moass"",""gme"",""gme"",""gamestop"",""amc"",""amc"",""amctothemoon"",""amcnotleaving"",""gmerica"",""citadelscandal"",""hodl"",""recession"",""citadelcryptoscam"",""motherofallshortsqueezes""]","today november 28th 2022 one day closer moass gme gme gamestop amc amc amctothemoon amcnotleaving gmerica citadelscandal hodl recession citadelcryptoscam motherofallshortsqueezes"
[1597258926596030500],1597258926596030500,"""must also be fired. i fear that our quality of life will never ever be at the same, world famous standards that it was for boomers. australia will lose foreign investment, and not even our own will have anywhere remotely safe to put their $$$.\n\n #mortgagecliff #recession #auspoi""",null,"[""must"",""also"",""fired"",""fear"",""quality"",""life"",""never"",""ever"",""world"",""famous"",""standards"",""boomers"",""australia"",""lose"",""foreign"",""investment"",""even"",""anywhere"",""remotely"",""safe"",""put"",""mortgagecliff"",""recession"",""auspoi""]","must also fired fear quality life never ever world famous standards boomers australia lose foreign investment even anywhere remotely safe put mortgagecliff recession auspoi"
